_id,comment
0,我妈妈去年病毒性肺炎死亡，病因不明，症状极其相似！坐标广州市经济技术开发区，如果真是疫情，强烈呼吁关注该片区，以避免大面积爆发！！！
1,"武汉平安！！！<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
2,不要是SARS，千万不要，2020都要健康平安的度过
3,都没有通知学生这个事情 有点懈怠呀
4,延期上学吧
5,科学预防疾病，不信谣，不传谣 做好个人防护！
6,我妈妈去年病毒性肺炎死亡，病因不明，症状极其相似！坐标广州市经济技术开发区，如果真是疫情，强烈呼吁关注该片区，以避免大面积爆发！！！
7,不传谣 不造谣 不恐慌 保持关注 相信官方
8,希望2020平安
9,武大经管学院教授这次疫情中有没有伤亡？
10,你走了？
11,"过年了，要平安啊<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
12,开玩笑，这都2020年了，武汉诶，中部大城市，文中的几个机构单位都是佼佼者，大家真不必惊慌，而且官方反应已经很迅速了，给我大武汉点赞
13,突然想起了当年的非典，我工作在一线，天气热，穿着特制隔离衣，每天都全身湿透，我们那边疫情不严重，所以也没感觉多吓人，直到后面全部都稳定后，跟同行交流时才发现自己曾经离死那么近
14,说实话就算是非典，恐慌有什么用，该做好防预就做好防预，少去人流密集的地方
15,"昨天朋友圈里的医务工作者还沉浸在民航医院的悲痛中，今天看朋友圈已经都改成转发肺炎相关消息了，看着让人又心酸又感动<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
16,希望一切都好，一切以官方为准！！
17,不信谣不造谣不传谣！！！愿一切平安！！！
18,祝武汉的父老乡亲平平安安
19,"勤洗手，出门戴口罩，还是注意个人卫生吧，希望周围一切都好！！希望我考完能安全回家！！<span class=""url-icon""><img alt=[给你小心心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-c76bf85343.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给你小心心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-c76bf85343.png"" style=""width:1em; height:1em;"" /></span>"
20,总结：可控范围，问题不大。
21,病毒、疫情、流感面前我们医护人员永远是第一战线。希望尖刀不要对向我们[泣不成声]
22,"昨天去武汉转个车，回来晚上有点咳嗽，一看消息差点吓了半死<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
23,愿都能平平安安过新年🙏
24,病毒性肺炎还是病毒引起的，SARS冠状病毒也有可能算是一种的，只能说不是寄生虫细菌引起，那说这么多还是病毒分型没做完，不能说不是SARS
25,"前几天地震，今天爆出肺炎的事情，希望湖北的困难在2019年全部结束，我们湖北2020年要顺顺利利，平平安安的<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
26,"年底了都要平安呀<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>静等结果回复"
27,现在看来这个声明不如不发，玩文字游戏，多少人因为这个误解，从而放松警惕
28,"我今天刚到武汉，欢乐谷今晚还有演出跨年，不知道人多不多…一定要平平安安哦～<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
29,现在回过头来看这条消息，多少人因为他而放松警惕
30,有事叫天使，没事捅天使
31,医务人员辛苦了
32,希望一切都好，以官方为准！！
33,吓得我赶紧喝了一袋板蓝根
34,希望公开更多细节，诸如什么时候初诊，这27个人互相有没有联系，隔离在武汉哪家医院？除了高热和呼吸困难，还有什么症状？27日目前得治疗情况如何？只有细节的完整才能更有效地避免民众的恐慌情绪。
35,那句未发现医务人员感染 有点 感触良多
36,"希望大家平平安安，健健康康<span class=""url-icon""><img alt=[米奇比心] src=""https://h5.sinaimg.cn/m/emoticon/icon/movies/mickey_01-3c57f8e001.png"" style=""width:1em; height:1em;"" /></span>"
37,回头再看看这篇新闻
38,看着新闻里写到“未发现医务人员感染”，突然好心塞。防打，防骂，防被杀，还无时无刻的充当着新病毒的试验品。建议把那些杀医，骂医的人，关进有病源病房，看看他们会不会被传染
39,杨文医生的事还没过去，有些人好好寻思寻思吧，真正出了事以后，是不是这些昨天还在流泪的医生们又奋不顾身冲在前线了？？
40,"虽然没有发现明显的人传人现象，但还是要注意，自己的身体自己要保重呀<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
41,安心了，可以好好跨年了。
42,"12月31号，春运还没开始，野味肺炎还没遍地开花，还是那个美好的世界，真好啊<span class=""url-icon""><img alt=[悲伤] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c95268c034.png"" style=""width:1em; height:1em;"" /></span>"
43,现在打脸了吧，什么叫未发现明显人传人！面对公共疫情，能这样打哈哈吗
44,今天特地反过来看看 2020魔幻开年巨作从此开始
45,那27个人，在患病之前互相有没有见过面？有没有来往过，如果有，是不是被传染的？
46,大家多喝热水，少去人多的地方，注意防范
47,一切以官方为准！！尽量不要到人多的地方，希望大家平平安安过新年。
48,"感谢所有奋斗在一线的医护人员<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
49,愿大家平安无事🙏🙏🙏
50,等待官方发布，不谣言🙏
51,"愿一切安好<span class=""url-icon""><img alt=[生病] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_shengbing-b740fa9852.png"" style=""width:1em; height:1em;"" /></span>"
52,愿都健康
53,"<span class=""url-icon""><img alt=[晕] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yun-3ca5d0a5b7.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[晕] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yun-3ca5d0a5b7.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[晕] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yun-3ca5d0a5b7.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[晕] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yun-3ca5d0a5b7.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[晕] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yun-3ca5d0a5b7.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[晕] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yun-3ca5d0a5b7.png"" style=""width:1em; height:1em;"" /></span>"
54,病毒不可怕，可怕的造谣。希望及时更新报道
55,再说明是因为接触了什么东西而感染的这种病毒就更好了，也许还有待时间去检验。愿所有的人平安。🙏🙏🙏
56,"年末了，大家一定注意<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
57,未发现【明显】人传人
58,从未预料到当时的报道会对之后的几年产生如此深刻的影响
59,"2年前我看到这个新闻，马上在jd下单了300个n95，但半年后才发货。第二天买了鲁抗医药的股票，一个月后被套5年的我终于回本了。疫情爆发前的一个月每天焦虑的睡不着觉，等到靴子真正落地倒是睡的踏实了<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png"" style=""width:1em; height:1em;"" /></span>"
60,"没传染性的就好<span class=""url-icon""><img alt=[鼓掌] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-cca8b296d9.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[鼓掌] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-cca8b296d9.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[鼓掌] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-cca8b296d9.png"" style=""width:1em; height:1em;"" /></span>"
61,医药涨停10只，市场是不是反应太强烈了？
62,警惕些吧，总没坏处！别动不动就上纲上线！
63,已经两年了
64,"<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>"
65,一个人除非自己有信心，否则带给别人信心。
66,把茶冷眼看红尘，借茶静心度春秋。
67,<a href='/n/变千四'>@变千四</a>
68,希望大家都能够平安无事🙏🙏🙏希望患者们早日康复🙏🙏🙏祈祷🙏🙏🙏
69,昨天还在流泪的“白衣天使”们，擦干眼泪，戴上口罩 帽子 ，穿上防护服，准备上战场！
70,保证病情的公开透明度，让大家都知道，最后感谢奋斗在前面的医护人员
71,一楼二楼绿帽子不错
72,大家都要平平安安啊！
73,还没收拾好杀医案的悲伤，领导“辟谣”的愤怒，医生们又一次冲在了最前面🙏。
74,希望白衣天使们保护好自己，另外，希望医疗继续改革制度，不要弄一堆复杂手续不让报销了，全民医保的目的是惠民，为什么门诊和病房分那么清楚呢？为什么要转院走一堆琐碎流程呢？前段时间孩子发烧，在家附近挂水，乡镇卫生院，非说我合肥户口，医保不能在下面县内医院用，到医院乡镇诊所挂号费收十元。
75,"我从2022年回来评论的！现在上海封城了！<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
76,转发微博
77,希望尽快有结果吧，快过年了，春运不是闹着玩的
78,千万不要在年关出大事啊
79,感谢肺炎，今天医药股涨疯了
80,27例都是怎么得病的？
81,跟海鲜有关吗？这海鲜还能不能吃？下周末要去海边住两晚
82,转发微博
83,。
84,有p4跟能不能有效防控救治没啥关系
85,"恕我孤陋寡闻，只能去百度百科，百科上写的所有p4研究所中并没有所属台湾的，而且也清清楚楚的写着唯一一所，别搞清楚事情就往台湾上扯<span class=""url-icon""><img alt=[太开心] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-b7d86de3fd.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[太开心] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-b7d86de3fd.png"" style=""width:1em; height:1em;"" /></span>"
86,"打起来打起来<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>前排瓜子花生小零食！"
87,别个重在辟谣，不要抠字眼当杠精！
88,自从知道你是个男孩纸    你以前自带的奶凶奶凶的气质就没有了    果然是我脑补了吧   喂我在说什么  重点偏了吧
89,"普通人也就信个百度了…当前确实是维稳为先…要真按科学去讲的话估计民众都要吓死（比如我之前学的，水泥已经应用一百多年了，而现有理论基本全是经验公式<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>，机理什么的好多好多都不清楚）"
90,我一直好奇不是说江宁是公务员，那上班时间怎么老能上微博。。。。。。
91,杠什么呢？百度都显示这个你还杠，这么喜欢刷存在感的小🐶？
92,台湾竟然还有，没想到还挺发达
93,"台湾也有p4啊，不说全世界就9个吗，那我国就占了俩，很可以哦<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>"
94,这种事都要杠一哈子，真有趣，算是见识个微博是非之地…
95,"卧槽，牛逼，柠檬向条子开炮<span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span>"
96,"真是让我见识到了中国人有多能杠<span class=""url-icon""><img alt=[汗] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_han-d8ebda66d3.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[汗] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_han-d8ebda66d3.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[汗] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_han-d8ebda66d3.png"" style=""width:1em; height:1em;"" /></span>"
97,肯定是美国阴谋
98,一切消息来源只等待官方发布
99,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%AD%A6%E6%B1%89%E4%B8%8D%E6%98%8E%E5%8E%9F%E5%9B%A0%E8%82%BA%E7%82%8E%E4%B8%8D%E8%83%BD%E6%96%AD%E5%AE%9A%E6%98%AFSARS%23&extparam=%23%E6%AD%A6%E6%B1%89%E4%B8%8D%E6%98%8E%E5%8E%9F%E5%9B%A0%E8%82%BA%E7%82%8E%E4%B8%8D%E8%83%BD%E6%96%AD%E5%AE%9A%E6%98%AFSARS%23"" data-hide=""""><span class=""surl-text"">#武汉不明原因肺炎不能断定是SARS#</span></a>用人民日报的话题吧，求求了"
100,既然不是sArs为什么要隔离治疗。肺炎我没听说要隔离治疗。
101,讽刺
102,"肺炎和海鲜有关系？<span class=""url-icon""><img alt=[费解] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-c1df37ef03.png"" style=""width:1em; height:1em;"" /></span>"
103,谣言......哎，疫情后看这几位吹哨人也是真的厉害
104,35天以前//<a href='/n/郭永茂-税务律师'>@郭永茂-税务律师</a>:附议。//<a href='/n/元始天尊毕达哥拉斯'>@元始天尊毕达哥拉斯</a>:一定要及时公开相关信息，故意瞒报只会让谣言满天飞，03年非典卫生部的教训一定要吸取。
105,看看你们的报道多可怕，现在看看真的你们新京报也是罪人
106,"最近谁还敢去这家海鲜城去买东西。吓都吓死了。这是瘟疫呀。<span class=""url-icon""><img alt=[挖鼻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-816c4e8890.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[挖鼻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-816c4e8890.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[哼] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[哼] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png"" style=""width:1em; height:1em;"" /></span>"
107,昨天还在流泪的“白衣天使”们，擦干眼泪，戴上口罩 帽子 ，穿上防护服，准备上战场！
108,大家还是稍微注意一下吧
109,大家先别去人多密集的地方比较好
110,愿好
111,华盛苑为济宁市九巨龙房地产开发集团有限公司开发建设，在内部配套设施不完善的情况下，通知业主于2019年12月30日上房拿钥匙，并电话告知须缴纳开口费，该公司借用上房时机，利用格式合同强制业主缴纳暖气开户费、燃气开户费、有线电视开户费，侵害了业主的合法权益。九巨龙房地产开发集团有限公司作为
112,希望没事
113,2019最后一天祝大家平安健康。
114,加油
115,海鲜传染肺炎咯～
116,看下私信
117,可控范围没有发现人传人现象。勤洗手，小区人流密集的地方。
118,<a href='/n/皮城鱼警Caitlyn'>@皮城鱼警Caitlyn</a> <a href='/n/曼加拉迪巴号'>@曼加拉迪巴号</a>
119,我从没怀疑过政府关于这类事情的响应速度.在中国，最幸福的一点就是这个.在大病大灾大难面前，国家永远走在前面保护我们.
120,我国的医护人员真得是非常辛苦！祝各位医护人员新年新气象！//<a href='/n/饼干姐'>@饼干姐</a>: //<a href='/n/我还叫甜袋袋'>@我还叫甜袋袋</a>: 医护人员辛苦了
121,最怕的是营销号带节奏
122,希望只是病毒性肺炎或者多重耐药菌感染
123,致敬幕后英雄
124,"希望是虚惊一场 还等着回家过年呢<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
125,医护人员辛苦了，致敬
126,真是感叹啊…2022年了突然刷到这个微博
127,不会有事的，不必害怕
128,非洲猪瘟疫苗研制出来了吗
129,"过年回家路过武汉<span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span>希望平平安安，虚惊一场"
130,希望只是虚惊一场
131,"保佑我大武汉<span class=""url-icon""><img alt=[作揖] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-519f80d31c.png"" style=""width:1em; height:1em;"" /></span>"
132,❤️
133,大家有条件还是打疫苗吧，流感和肺炎疫苗，打的人多了，就有群体防御圈了，能够阻隔传播。
134,希望大家平安无事，健健康康，奋战在危险前线的最美天使们辛苦了
135,"平安幸福是最朴实的新年需求<span class=""url-icon""><img alt=[摊手] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-fa05d4eacf.png"" style=""width:1em; height:1em;"" /></span>"
136,希望是虚惊一场
137,中国人普遍素质和卫生意识不行，禽肉就挂在外面，许多饭馆和菜市场卫生条件堪忧
138,尽量少出门，做好防护措施
