_id,comment
0,"秋天的颜色是五彩缤纷的，秋天是丰收的季节。但愿一切美好纷至沓来<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
1,"和我的瓜田讲再见<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>"
2,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%BF%A0%E8%AF%9A%E6%8A%A4%E8%88%AA%E4%BA%8C%E5%8D%81%E5%A4%A7%23&extparam=%23%E5%BF%A0%E8%AF%9A%E6%8A%A4%E8%88%AA%E4%BA%8C%E5%8D%81%E5%A4%A7%23"" data-hide=""""><span class=""surl-text"">#忠诚护航二十大#</span></a>"
3,"<span class=""url-icon""><img alt=[抱一抱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/co_a1hug-f3910d0e88.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抱一抱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/co_a1hug-f3910d0e88.png"" style=""width:1em; height:1em;"" /></span>"
4,让我们怀揣希望和憧憬，和安哥一起走进秋天，创造新的美丽记忆吧
5,"点赞法治人文！<span class=""url-icon""><img alt=""[奋斗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/23/2022_Struggle_org.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=""[奋斗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/23/2022_Struggle_org.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" style=""width:1em; height:1em;"" /></span><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%BA%E7%BE%A4%E4%BC%97%E5%8A%9E%E5%AE%9E%E4%BA%8B%E7%9C%8B%E6%B3%95%E6%B2%BB%E5%9B%9B%E5%B7%9D%23&extparam=%23%E4%B8%BA%E7%BE%A4%E4%BC%97%E5%8A%9E%E5%AE%9E%E4%BA%8B%E7%9C%8B%E6%B3%95%E6%B2%BB%E5%9B%9B%E5%B7%9D%23"" data-hide=""""><span class=""surl-text"">#为群众办实事看法治四川#</span></a> 加油，一起向未来！<span class=""url-icon""><img alt=""[锦鲤附体]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2022_Koi_org.png"" style=""width:1em; height:1em;"" /></span>"
6,人间忽晚，山河已秋！
7,当政法君用文艺的方式告别八月
8,<a href='/n/中国长安网'>@中国长安网</a> <a href='/n/新疆平安网'>@新疆平安网</a> <a href='/n/昌吉长安网'>@昌吉长安网</a> 【当政法君用文艺的方式告别八月】
9,转发微博
10,👍👍
11,转发微博
12,转发微博
13,"<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span>"
14,👍🏻
15,"<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span>"
16,"<span class=""url-icon""><img alt=""[666]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2022_666_org.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=""[666]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2022_666_org.png"" style=""width:1em; height:1em;"" /></span>"
17,秋天是美好的季节
18,转发微博
19,夏天与人民警察的美好
20,现在只有新冠才是病吗？！
21,谢谢大家的关心，我只是控制不住脾气，我是个儿子，是个爸爸，是个丈夫，我需要发泄，寻找解决问题的方法
22,所以突发的是什么病呢
23,我记得有个国务院有举报电话
24,可笑至极 还能说不能评论 不能发泄
25,说得不清不楚，而且已经解决了还在这个时间出来说，其心可诛。
26,抱抱你，事情不发生在自己身上真的永远无法理解别人的感受，但是这种无力感，太能理解了
27,"每次地方防疫都是不出点事不上新闻，就不晓得重视<span class=""url-icon""><img alt=[汗] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_han-d8ebda66d3.png"" style=""width:1em; height:1em;"" /></span>"
28,"疫情期间出去看个病恼火得很，上次我们也是打120出去的，更牛笔的是看完病回不去。因为半夜三更社区领导要睡觉，不来接<span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-c1b3d563bd.png"" style=""width:1em; height:1em;"" /></span>"
29,无语了，微博上了热搜之后才来解决问题，昨日已明确告知社区工作人员不需要，我们已找到医院就诊，今日一大早社区派车过来说接去医院输液，奇了怪了，内部是混乱不堪的
30,感谢大家的关心，发文时都是无助的状态，后面其它途径打来了电话，已联系到接收医院，今日凌晨已就诊，四点左右输完液、到家，现在是不到十点钟，期间七点多社区等多个部门就在打电话、询问情况，第一次知道还有网政办，最后总结的经验是遇到这种情况不要等，想尽各种办法自救。
31,家人都没事了吧
32,去的哪个医院哦，不是说封控区有对接的医院？
33,感谢大家的关心，已经通过其它途径联系到友谊医院就诊
34,卓锦城
35,疫情管控如此严格，但却又管控不到位，报备的人黄码，不报备去过同一地点就不会黄码，如此的监管大可不必！
36,封控区都有专门的医院负责，社区医院是肯定没戏，这种事正常流程是报封控点医疗保障对接人安排。 具体速度。。一般是由社区对接人熟练度决定的，年初封控的时候，封控第二天上午就医，到了指定医院，医院居然不知道小区要送病人过去。。
37,同样的情况，社区喊自己联系医院接收。喊给医生打电话，问医生同意看诊不！不是高风险区域，已经居家三天三检完，下午发报告给社区，才说接到上级部门通知要延长居家时间，喊拿文件也拿不出来！过度防疫一刀切！
38,打市长热线那？？
39,西安 能看到 希望保住别被删
40,？？？明天可开学了
41,"注意防护<span class=""url-icon""><img alt=[感冒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_ganmao-286fc59b6d.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[感冒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_ganmao-286fc59b6d.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[感冒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_ganmao-286fc59b6d.png"" style=""width:1em; height:1em;"" /></span>厦门人瑟瑟发抖<span class=""url-icon""><img alt=[哆啦A梦害怕] src=""https://h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_03haipa-32e9b53caf.png"" style=""width:1em; height:1em;"" /></span>"
42,？？？？？🙏🙏🙏
43,"没好了<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>"
44,烦死了
45,"<span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span>"
46,"没完没了咯<span class=""url-icon""><img alt=[汗] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_han-d8ebda66d3.png"" style=""width:1em; height:1em;"" /></span>"
47,下周就是中秋了
48,真的麻了。。。
49,妈呀完了又来了
50,"据浙江那边的消息是一位深圳出发的乘客<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png"" style=""width:1em; height:1em;"" /></span>"
51,我真服了 我要回家 我要回家过中秋 吗的
52,"我上次也是D2284，然后刚下去就给隔离了<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>"
53,"想想成都市的，全市区封控<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>没完没了的疫情、越来越苦的我们"
54,从哪里上车的？
55,"要么就没事顺利开学，要么就继续推迟开学<span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span>开学后封住我真的无语"
56,？？？
57,太难了，这一天天的
58,没完没了咯
59,请问，莫名黄码了怎么办？
