_id,comment
0,"可是有翻譯本嗎？<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>"
1,配上字幕吧，看不懂
2,"为什么国外的手语都辣么夸张搞笑<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[污] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_wu-374e5572e8.png"" style=""width:1em; height:1em;"" /></span>"
3,一个月六千台，厉害了，小马哥
4,法国和欧洲的主权地位什么意思？
5,"FB直播的时候下面的评论全是骂中国给<span class=""url-icon""><img alt=[怒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_nu-0ddf642bed.png"" style=""width:1em; height:1em;"" /></span>这种表情的，法国药丸"
6,啥也没听懂，我就是来欣赏马克龙的颜的
7,"手语美女很可爱<span class=""url-icon""><img alt=[馋嘴] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chanzui-fc1acc341b.png"" style=""width:1em; height:1em;"" /></span>"
8,"小马哥，大清都灭亡一百零八年了， 你还想重建，当初大清王朝时的辉煌吗？<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>"
9,所以手语才是不受地域限制的语言啊
10,躺在医院重症病房的6000多人可等不到45天了！
11,总统好歹带一下口罩😷 啊！安全第一
12,手语小姐姐实力抢镜！
13,乐观积极态度
14,不是说在法国买卖口罩会有徒刑和10000欧罚款吗
15,杰瑞你也要注意安全
16,"<span class=""url-icon""><img alt=[可怜] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_kelian-a9df4278bf.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[可怜] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_kelian-a9df4278bf.png"" style=""width:1em; height:1em;"" /></span>特别喜欢看郭杰瑞的视频，他讲什么都挺客观的，虽然他喜欢中国，但是他也很爱自己祖国（美国），这样的人才是正直的"
17,"杰瑞出息了？？<span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span>"
18,护目镜也要戴啊，毕竟都是新冠患者
19,保护好自己啊
20,哈哈哈哈哈哈郭杰瑞是你们的驻外记者吗？
21,如果可以，带个护目镜
22,问为什么哭的 现在的纽约相当于武汉 那是他的家乡 肯定难过啊
23,都疫区了，戴口罩还要被嘲笑？西方人真的什么脑回路。。。
24,"一直在憋着哭，憋的嗓子都哑了<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>人美心善郭杰瑞"
25,"<span class=""url-icon""><img alt=[悲伤] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c95268c034.png"" style=""width:1em; height:1em;"" /></span>可怜老百姓"
26,杰瑞也要注意安全保护好自己啊，美国疫情十分严重，必须做好防疫。
27,哈哈哈感觉杰瑞比平时紧张多了，说话都结巴了，注意自己的安全呀
28,郭杰瑞你哭了吗？
29,注意安全 实在不行 就回国
30,他是太激动了，情绪不稳定所以中文说的没平时好
31,评论里果然有圣母，积口德？积尼玛嘞口德！
32,"全家人一起出国“避难”<span class=""url-icon""><img alt=[摊手] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-fa05d4eacf.png"" style=""width:1em; height:1em;"" /></span>"
33,他们真的不懂啊，邮轮空间密闭，共同空间时间极长，一个中招全船倒地，比现在去意大利的风险更大。
34,于是就顺着去了这位的微博随便翻了翻，有趣
35,"这个真不用管，家里不是一般的有钱。<span class=""url-icon""><img alt=[蜡烛] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-afb8e4fbdc.png"" style=""width:1em; height:1em;"" /></span>"
36,评论散心病狂了吗?怎么这么恶毒?
