_id,comment
0,政府一定要吸取上两次的教训，严格做好境外输入，管控，隔离！！！
1,"美国不用急，急也没用，急了也白急，千万别吓急，因为有上帝保佑你们呐！<span class=""url-icon""><img alt=[挖鼻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-816c4e8890.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[挖鼻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-816c4e8890.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[挖鼻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-816c4e8890.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给力] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/f_geili-78be8d9152.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给力] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/f_geili-78be8d9152.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给力] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/f_geili-78be8d9152.png"" style=""width:1em; height:1em;"" /></span>"
2,"这么死下去，人民终会认识到自己会是下一个，只有b逼民反、武装夺权、三分天下、各过各的一条路可走了<span class=""url-icon""><img alt=[并不简单] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-9955880b30.png"" style=""width:1em; height:1em;"" /></span>"
3,马上秋冬快到了
4,老师讲一讲这个 法国企业家马克·拉叙斯曾是一位全球领先的芯片卡制造商，并与中国有很好的合作。但当他的企业被美国中央情报局（CIA）盯上后就接连遭受厄运。   拉叙斯在新书《芯片和虱子：CIA突袭第一只法国独角兽的幕后黑手》（中译本为《芯片陷阱》）中，描述了美国情报部门如何对其进行迫害，并
5,与病毒共存的反面教材。
6,大家都说自己想说的。媒体其实只有立场之分，没有对错之说。
7,讽刺的是美帝将我国列入高风险国并且一直禁止直航和签证入境。看美帝神操作还能持续多久。
8,管好中国自己的事，他们愿死多少那是他们的事。
9,吃瓜，做好我们自己事情。
10,冬天，马上要来了
11,大号印度名不虚传，连缺氧气这情节都复制
12,"美国是有钱人的天堂，穷人也可以在美国上天堂<span class=""url-icon""><img alt=[阴险] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yinxian-e47eb7711d.png"" style=""width:1em; height:1em;"" /></span>"
13,"美国人却一点都不着急！不愧是美国人！<span class=""url-icon""><img alt=[赞] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zan-44ddc70637.png"" style=""width:1em; height:1em;"" /></span>"
14,hr不是一个人是一个团队吧，简直太高产了
15,坚持走自己的路
