_id,comment
0,"<span class=""url-icon""><img alt=[打call] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[打call] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png"" style=""width:1em; height:1em;"" /></span>谢谢观观，辛苦了观观<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
1,国庆到了🇨🇳🇨🇳
2,首次来成都，熟悉而陌生，隔离第六天，注定要过一个别样的双节
3,大成都牛逼
4,嗷嗷嗷我大成都！
5,双节快乐呀啊
6,好看，能不能嫖一个30秒或者60秒的视频
7,双节快乐
8,金融城双子塔的屏幕终于修好了？
9,"<span class=""url-icon""><img alt=[可怜] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_kelian-a9df4278bf.png"" style=""width:1em; height:1em;"" /></span>"
10,转发微博
11,"<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span>"
12,"<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span>"
13,转发微博
14,国庆快乐
15,😃
16,🇨🇳
17,长本事了啊，终于开始观察四川了
18,"双节快乐<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
19,我爱成都
20,"羊：说好的，两国相交，不斩来使！<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>"
21,湖北人表示把这些羊留给一线工作者吧（ 我们不吃
22,🐑：两国交战不斩来使
23,多放辣子少放盐贫僧不能吃太咸
24,"养肥膘了<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
25,"和亲羊来啦<span class=""url-icon""><img alt=[打call] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png"" style=""width:1em; height:1em;"" /></span>"
26,武汉人表示留给抗疫英雄吃，一线英雄吃，我们不吃
27,"为外交而牺牲，泥萌生地伟大，si地光荣！<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>"
28,送给我，我吃
29,羊还是蜗牛啊，报道了几个月了
30,"湖北的朋友有福了<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>"
31,"羊羊这么可爱怎么能吃羊羊🐑<span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-c1b3d563bd.png"" style=""width:1em; height:1em;"" /></span>"
32,"考试都考过了不吃怎么对得起这分<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>"
33,"羊肉串和烧烤的味道扑鼻而来<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
34,"能分给我个大腿不<span class=""url-icon""><img alt=[色] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_huaxin-64de263dd7.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[色] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_huaxin-64de263dd7.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[色] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_huaxin-64de263dd7.png"" style=""width:1em; height:1em;"" /></span>"
35,"羊也要隔离，隔离30天<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
36,"正在西乡塘<span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span>"
37,"幸好那边工作人员第一次核酸全部阴性，不然我要自己在家隔离了  毕竟昨天我跟去过安吉万达的人有密切接触<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
38,西乡塘大学城的我瑟瑟发抖，不会不给放假了吧呜呜
39,江南区的我表示感受到了恐慌
40,中国试剂是不是有问题啊🤨？
41,我操
42,人家是在中国检测阴性，出了国，在越南浪，阳性的，别慌
43,"<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>住在距离安吉万达商圈周围100米半径内的我，瑟瑟发抖！我比大家都慌，电车到安吉万达3分钟的距离，我这是有多近啊<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
44,"吓死我了呜呜呜，我爷爷和他朋友上星期去南宁然后回越南，吓得我赶紧跑去对日期，还好对不上！<span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span> 对不起！！希望他们早日康复！！！"
45,要是瞒报只为创文明城，那当官自己思量了，出了问题下课还是轻的，
46,入境为什么不隔离？
47,两台湾人到崇左，核酸检测阳性
48,西乡塘？？
49,"在维也纳隔壁栋的我瑟瑟发抖<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>"
50,明天离校的我表示受到了侵犯
51,那到底是不是阳性？为什么有恐慌啊
52,白天就听说安吉万达在检测，结果又有个人跑出来辟谣，就等新闻出了看情况了
53,卧槽，我是29回的安吉汽车站！
54,"哭唧唧昨天去了农院路，现在就在西乡塘<span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span>"
55,请详细公布他们的行程路线吧
56,李易峰超级帅啊 好喜欢唱歌的样子 迷人
57,我的天 李易峰太帅了 唱歌还超级的好听
58,"歌好听人好看<a href='/n/李易峰'>@李易峰</a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%9D%8E%E6%98%93%E5%B3%B0%E4%BD%A0%E5%AE%89%E5%A5%BD%E6%88%91%E6%97%A0%E6%81%99%23&extparam=%23%E6%9D%8E%E6%98%93%E5%B3%B0%E4%BD%A0%E5%AE%89%E5%A5%BD%E6%88%91%E6%97%A0%E6%81%99%23"" data-hide=""""><span class=""surl-text"">#李易峰你安好我无恙#</span></a>"
59,李易峰可真的太帅了 唱歌又好听 我可
60,李易峰真的就是宝藏男孩，人又帅又会唱歌
61,"好听也好看！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%9D%8E%E6%98%93%E5%B3%B0%E4%B8%81%E9%A6%99%E7%B4%AB%E8%A5%BF%E8%A3%85%23&extparam=%23%E6%9D%8E%E6%98%93%E5%B3%B0%E4%B8%81%E9%A6%99%E7%B4%AB%E8%A5%BF%E8%A3%85%23"" data-hide=""""><span class=""surl-text"">#李易峰丁香紫西装#</span></a>"
62,"<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>"
63,李易峰太帅气了吧，我喜欢啊
64,让我瞬间喜欢上了。帅死了爱了爱了！
65,峰峰真的好棒，唱歌也好好听
